command,intent,target_type,attribute,spatial_relation,spatial_reference,position,intent_id,target_type_id,attribute_id,spatial_relation_id,position_id
copy the 2nd purple text,copy,text,purple,NONE,NONE,2nd,2,9,7,0,1
paste text above the login,paste,text,NONE,above,login,NONE,6,9,0,1,3
copy text above the payment,copy,text,NONE,above,payment,NONE,2,9,0,1,3
long-press red button to the left of the checkout,long-press,button,red,left_of,checkout,NONE,4,1,8,3,3
tap button,tap,button,NONE,NONE,NONE,NONE,8,1,0,0,3
scroll down to the 1st text to the left of the first email,scroll,text,NONE,left_of,first email,1st,7,9,0,3,0
press and hold the 2nd pink icon to the left of the login,long-press,icon,pink,left_of,login,2nd,4,3,6,3,1
launch link,open,link,NONE,NONE,NONE,NONE,5,5,0,0,3
copy text below the checkout,copy,text,NONE,below,checkout,NONE,2,9,0,2,3
remove the last image next to the last item,delete,image,NONE,next_to,last item,last,3,4,0,4,4
tap on switch above the help,tap,switch,NONE,above,help,NONE,8,7,0,1,3
click on tab above the last item,click,tab,NONE,above,last item,NONE,1,8,0,1,3
long-press purple button to the right of the help,long-press,button,purple,right_of,help,NONE,4,1,7,5,3
press and hold yellow button below the wi-fi,long-press,button,yellow,below,wi-fi,NONE,4,1,10,2,3
long-press the 3rd button next to the cart,long-press,button,NONE,next_to,cart,3rd,4,1,0,4,2
scroll down to tab next to the settings,scroll,tab,NONE,next_to,settings,NONE,7,8,0,4,3
click on checkbox,click,checkbox,NONE,NONE,NONE,NONE,1,2,0,0,3
tap on green switch above the checkout,tap,switch,green,above,checkout,NONE,8,7,4,1,3
tap on switch,tap,switch,NONE,NONE,NONE,NONE,8,7,0,0,3
tap icon,tap,icon,NONE,NONE,NONE,NONE,8,3,0,0,3
long-press green icon above the settings,long-press,icon,green,above,settings,NONE,4,3,4,1,3
scroll to text next to the menu,scroll,text,NONE,next_to,menu,NONE,7,9,0,4,3
paste the last text,paste,text,NONE,NONE,NONE,last,6,9,0,0,4
delete purple button,delete,button,purple,NONE,NONE,NONE,3,1,7,0,3
long-press the 3rd image below the payment,long-press,image,NONE,below,payment,3rd,4,4,0,2,2
tap on the 1st button above the first email,tap,button,NONE,above,first email,1st,8,1,0,1,0
paste the 2nd pink text,paste,text,pink,NONE,NONE,2nd,6,9,6,0,1
click switch,click,switch,NONE,NONE,NONE,NONE,1,7,0,0,3
scroll to the last pink menu below the cart,scroll,menu,pink,below,cart,last,7,6,6,2,4
click on green tab,click,tab,green,NONE,NONE,NONE,1,8,4,0,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
launch tab to the left of the notifications,open,tab,NONE,left_of,notifications,NONE,5,8,0,3,3
launch the last gray menu to the right of the menu,open,menu,gray,right_of,menu,last,5,6,3,5,4
press and hold icon below the cart,long-press,icon,NONE,below,cart,NONE,4,3,0,2,3
launch link to the right of the help,open,link,NONE,right_of,help,NONE,5,5,0,5,3
press and hold button,long-press,button,NONE,NONE,NONE,NONE,4,1,0,0,3
paste text to the left of the settings,paste,text,NONE,left_of,settings,NONE,6,9,0,3,3
trash yellow text,delete,text,yellow,NONE,NONE,NONE,3,9,10,0,3
press and hold the 2nd text above the first email,long-press,text,NONE,above,first email,2nd,4,9,0,1,1
scroll down to menu,scroll,menu,NONE,NONE,NONE,NONE,7,6,0,0,3
paste the last text to the right of the wi-fi,paste,text,NONE,right_of,wi-fi,last,6,9,0,5,4
click on image next to the profile,click,image,NONE,next_to,profile,NONE,1,4,0,4,3
paste red text,paste,text,red,NONE,NONE,NONE,6,9,8,0,3
click on link below the settings,click,link,NONE,below,settings,NONE,1,5,0,2,3
tap on the 1st link next to the checkout,tap,link,NONE,next_to,checkout,1st,8,5,0,4,0
press link,click,link,NONE,NONE,NONE,NONE,1,5,0,0,3
trash the last gray text above the login,delete,text,gray,above,login,last,3,9,3,1,4
press and hold the 3rd white text next to the settings,long-press,text,white,next_to,settings,3rd,4,9,9,4,2
long-press image above the settings,long-press,image,NONE,above,settings,NONE,4,4,0,1,3
paste yellow text to the left of the payment,paste,text,yellow,left_of,payment,NONE,6,9,10,3,3
tap on green link next to the notifications,tap,link,green,next_to,notifications,NONE,8,5,4,4,3
long-press blue button,long-press,button,blue,NONE,NONE,NONE,4,1,2,0,3
long-press the last icon below the notifications,long-press,icon,NONE,below,notifications,last,4,3,0,2,4
delete button to the right of the notifications,delete,button,NONE,right_of,notifications,NONE,3,1,0,5,3
tap on checkbox,tap,checkbox,NONE,NONE,NONE,NONE,8,2,0,0,3
tap the last green button to the left of the checkout,tap,button,green,left_of,checkout,last,8,1,4,3,4
scroll down to gray tab to the left of the help,scroll,tab,gray,left_of,help,NONE,7,8,3,3,3
long-press the 3rd icon above the address,long-press,icon,NONE,above,address,3rd,4,3,0,1,2
tap on black button next to the last item,tap,button,black,next_to,last item,NONE,8,1,1,4,3
copy text above the payment,copy,text,NONE,above,payment,NONE,2,9,0,1,3
paste text next to the checkout,paste,text,NONE,next_to,checkout,NONE,6,9,0,4,3
long-press black text,long-press,text,black,NONE,NONE,NONE,4,9,1,0,3
tap on tab to the right of the address,tap,tab,NONE,right_of,address,NONE,8,8,0,5,3
long-press gray icon above the menu,long-press,icon,gray,above,menu,NONE,4,3,3,1,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
paste yellow text,paste,text,yellow,NONE,NONE,NONE,6,9,10,0,3
press the 2nd red button next to the cart,click,button,red,next_to,cart,2nd,1,1,8,4,1
select text,click,text,NONE,NONE,NONE,NONE,1,9,0,0,3
paste text next to the payment,paste,text,NONE,next_to,payment,NONE,6,9,0,4,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
long-press pink icon to the left of the first email,long-press,icon,pink,left_of,first email,NONE,4,3,6,3,3
trash image,delete,image,NONE,NONE,NONE,NONE,3,4,0,0,3
scroll to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
tap tab next to the menu,tap,tab,NONE,next_to,menu,NONE,8,8,0,4,3
press and hold button to the left of the checkout,long-press,button,NONE,left_of,checkout,NONE,4,1,0,3,3
remove text below the checkout,delete,text,NONE,below,checkout,NONE,3,9,0,2,3
paste orange text next to the notifications,paste,text,orange,next_to,notifications,NONE,6,9,5,4,3
paste the 1st purple text,paste,text,purple,NONE,NONE,1st,6,9,7,0,0
launch link next to the first email,open,link,NONE,next_to,first email,NONE,5,5,0,4,3
copy text to the left of the search,copy,text,NONE,left_of,search,NONE,2,9,0,3,3
select white link,click,link,white,NONE,NONE,NONE,1,5,9,0,3
scroll to the 1st menu,scroll,menu,NONE,NONE,NONE,1st,7,6,0,0,0
long-press the last icon above the search,long-press,icon,NONE,above,search,last,4,3,0,1,4
tap on the last purple tab,tap,tab,purple,NONE,NONE,last,8,8,7,0,4
scroll down to the 1st tab,scroll,tab,NONE,NONE,NONE,1st,7,8,0,0,0
remove the 1st black text below the first email,delete,text,black,below,first email,1st,3,9,1,2,0
long-press black image to the right of the cart,long-press,image,black,right_of,cart,NONE,4,4,1,5,3
open button next to the login,open,button,NONE,next_to,login,NONE,5,1,0,4,3
open menu below the notifications,open,menu,NONE,below,notifications,NONE,5,6,0,2,3
trash the 1st image,delete,image,NONE,NONE,NONE,1st,3,4,0,0,0
press and hold text to the right of the settings,long-press,text,NONE,right_of,settings,NONE,4,9,0,5,3
scroll to red tab next to the menu,scroll,tab,red,next_to,menu,NONE,7,8,8,4,3
copy the last text to the right of the address,copy,text,NONE,right_of,address,last,2,9,0,5,4
tap on tab below the payment,tap,tab,NONE,below,payment,NONE,8,8,0,2,3
scroll to text above the checkout,scroll,text,NONE,above,checkout,NONE,7,9,0,1,3
tap pink link next to the cart,tap,link,pink,next_to,cart,NONE,8,5,6,4,3
copy the last text,copy,text,NONE,NONE,NONE,last,2,9,0,0,4
tap on switch below the search,tap,switch,NONE,below,search,NONE,8,7,0,2,3
tap red icon,tap,icon,red,NONE,NONE,NONE,8,3,8,0,3
press the last orange tab to the left of the login,click,tab,orange,left_of,login,last,1,8,5,3,4
open the last tab above the payment,open,tab,NONE,above,payment,last,5,8,0,1,4
open the 2nd gray icon,open,icon,gray,NONE,NONE,2nd,5,3,3,0,1
long-press green icon next to the checkout,long-press,icon,green,next_to,checkout,NONE,4,3,4,4,3
remove button to the left of the first email,delete,button,NONE,left_of,first email,NONE,3,1,0,3,3
launch tab to the left of the menu,open,tab,NONE,left_of,menu,NONE,5,8,0,3,3
trash the last gray text,delete,text,gray,NONE,NONE,last,3,9,3,0,4
launch white button below the menu,open,button,white,below,menu,NONE,5,1,9,2,3
launch tab,open,tab,NONE,NONE,NONE,NONE,5,8,0,0,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
paste the 3rd yellow text,paste,text,yellow,NONE,NONE,3rd,6,9,10,0,2
scroll to the 1st red text above the checkout,scroll,text,red,above,checkout,1st,7,9,8,1,0
click button to the left of the wi-fi,click,button,NONE,left_of,wi-fi,NONE,1,1,0,3,3
long-press black button,long-press,button,black,NONE,NONE,NONE,4,1,1,0,3
remove text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
scroll down to the last green tab,scroll,tab,green,NONE,NONE,last,7,8,4,0,4
copy the 1st gray text to the left of the search,copy,text,gray,left_of,search,1st,2,9,3,3,0
trash button above the checkout,delete,button,NONE,above,checkout,NONE,3,1,0,1,3
scroll down to yellow menu to the right of the address,scroll,menu,yellow,right_of,address,NONE,7,6,10,5,3
press and hold text next to the settings,long-press,text,NONE,next_to,settings,NONE,4,9,0,4,3
copy gray text,copy,text,gray,NONE,NONE,NONE,2,9,3,0,3
copy text to the left of the notifications,copy,text,NONE,left_of,notifications,NONE,2,9,0,3,3
click on purple icon above the settings,click,icon,purple,above,settings,NONE,1,3,7,1,3
scroll down to the 1st blue text below the last item,scroll,text,blue,below,last item,1st,7,9,2,2,0
long-press red image to the right of the payment,long-press,image,red,right_of,payment,NONE,4,4,8,5,3
open menu next to the first email,open,menu,NONE,next_to,first email,NONE,5,6,0,4,3
remove text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
delete gray text to the right of the cart,delete,text,gray,right_of,cart,NONE,3,9,3,5,3
remove button to the left of the settings,delete,button,NONE,left_of,settings,NONE,3,1,0,3,3
press and hold button,long-press,button,NONE,NONE,NONE,NONE,4,1,0,0,3
tap checkbox,tap,checkbox,NONE,NONE,NONE,NONE,8,2,0,0,3
copy the last text to the left of the address,copy,text,NONE,left_of,address,last,2,9,0,3,4
paste text below the home,paste,text,NONE,below,home,NONE,6,9,0,2,3
select the 1st black text,click,text,black,NONE,NONE,1st,1,9,1,0,0
paste the 3rd pink text to the left of the first email,paste,text,pink,left_of,first email,3rd,6,9,6,3,2
tap on button above the payment,tap,button,NONE,above,payment,NONE,8,1,0,1,3
tap link,tap,link,NONE,NONE,NONE,NONE,8,5,0,0,3
tap purple tab above the wi-fi,tap,tab,purple,above,wi-fi,NONE,8,8,7,1,3
scroll down to menu next to the home,scroll,menu,NONE,next_to,home,NONE,7,6,0,4,3
scroll to the last menu,scroll,menu,NONE,NONE,NONE,last,7,6,0,0,4
press and hold the last text,long-press,text,NONE,NONE,NONE,last,4,9,0,0,4
click switch to the left of the help,click,switch,NONE,left_of,help,NONE,1,7,0,3,3
tap the 2nd yellow link,tap,link,yellow,NONE,NONE,2nd,8,5,10,0,1
paste text below the search,paste,text,NONE,below,search,NONE,6,9,0,2,3
copy text next to the last item,copy,text,NONE,next_to,last item,NONE,2,9,0,4,3
remove green image,delete,image,green,NONE,NONE,NONE,3,4,4,0,3
press and hold the 2nd red text,long-press,text,red,NONE,NONE,2nd,4,9,8,0,1
copy text to the left of the first email,copy,text,NONE,left_of,first email,NONE,2,9,0,3,3
tap the 1st switch,tap,switch,NONE,NONE,NONE,1st,8,7,0,0,0
click on switch to the right of the login,click,switch,NONE,right_of,login,NONE,1,7,0,5,3
click image to the left of the cart,click,image,NONE,left_of,cart,NONE,1,4,0,3,3
press and hold orange text,long-press,text,orange,NONE,NONE,NONE,4,9,5,0,3
scroll down to tab next to the profile,scroll,tab,NONE,next_to,profile,NONE,7,8,0,4,3
scroll to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
copy pink text below the address,copy,text,pink,below,address,NONE,2,9,6,2,3
press the 3rd pink switch,click,switch,pink,NONE,NONE,3rd,1,7,6,0,2
tap on the 3rd red checkbox above the home,tap,checkbox,red,above,home,3rd,8,2,8,1,2
press and hold text to the left of the wi-fi,long-press,text,NONE,left_of,wi-fi,NONE,4,9,0,3,3
tap the 3rd link,tap,link,NONE,NONE,NONE,3rd,8,5,0,0,2
paste text below the wi-fi,paste,text,NONE,below,wi-fi,NONE,6,9,0,2,3
press and hold the last image,long-press,image,NONE,NONE,NONE,last,4,4,0,0,4
select purple checkbox next to the payment,click,checkbox,purple,next_to,payment,NONE,1,2,7,4,3
paste green text above the last item,paste,text,green,above,last item,NONE,6,9,4,1,3
remove image next to the settings,delete,image,NONE,next_to,settings,NONE,3,4,0,4,3
scroll down to the 2nd white tab to the left of the first email,scroll,tab,white,left_of,first email,2nd,7,8,9,3,1
trash the 2nd image to the left of the checkout,delete,image,NONE,left_of,checkout,2nd,3,4,0,3,1
scroll down to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
tap on icon to the left of the wi-fi,tap,icon,NONE,left_of,wi-fi,NONE,8,3,0,3,3
paste text to the right of the last item,paste,text,NONE,right_of,last item,NONE,6,9,0,5,3
launch the 1st button,open,button,NONE,NONE,NONE,1st,5,1,0,0,0
tap on link below the search,tap,link,NONE,below,search,NONE,8,5,0,2,3
scroll to menu to the left of the payment,scroll,menu,NONE,left_of,payment,NONE,7,6,0,3,3
launch menu,open,menu,NONE,NONE,NONE,NONE,5,6,0,0,3
click checkbox above the help,click,checkbox,NONE,above,help,NONE,1,2,0,1,3
scroll to the 3rd menu below the help,scroll,menu,NONE,below,help,3rd,7,6,0,2,2
press and hold the 1st blue icon below the cart,long-press,icon,blue,below,cart,1st,4,3,2,2,0
scroll down to red menu,scroll,menu,red,NONE,NONE,NONE,7,6,8,0,3
trash text below the search,delete,text,NONE,below,search,NONE,3,9,0,2,3
scroll down to text to the right of the notifications,scroll,text,NONE,right_of,notifications,NONE,7,9,0,5,3
press icon to the left of the settings,click,icon,NONE,left_of,settings,NONE,1,3,0,3,3
press and hold text to the right of the wi-fi,long-press,text,NONE,right_of,wi-fi,NONE,4,9,0,5,3
launch the last link above the help,open,link,NONE,above,help,last,5,5,0,1,4
scroll to black menu to the left of the settings,scroll,menu,black,left_of,settings,NONE,7,6,1,3,3
long-press button next to the first email,long-press,button,NONE,next_to,first email,NONE,4,1,0,4,3
copy the 1st text,copy,text,NONE,NONE,NONE,1st,2,9,0,0,0
click purple switch to the left of the wi-fi,click,switch,purple,left_of,wi-fi,NONE,1,7,7,3,3
paste text to the left of the last item,paste,text,NONE,left_of,last item,NONE,6,9,0,3,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
tap on icon to the left of the address,tap,icon,NONE,left_of,address,NONE,8,3,0,3,3
launch button,open,button,NONE,NONE,NONE,NONE,5,1,0,0,3
press and hold text above the settings,long-press,text,NONE,above,settings,NONE,4,9,0,1,3
tap the 2nd link to the left of the address,tap,link,NONE,left_of,address,2nd,8,5,0,3,1
tap checkbox below the payment,tap,checkbox,NONE,below,payment,NONE,8,2,0,2,3
copy text to the left of the checkout,copy,text,NONE,left_of,checkout,NONE,2,9,0,3,3
press and hold icon below the help,long-press,icon,NONE,below,help,NONE,4,3,0,2,3
select icon to the right of the notifications,click,icon,NONE,right_of,notifications,NONE,1,3,0,5,3
delete button,delete,button,NONE,NONE,NONE,NONE,3,1,0,0,3
scroll to text next to the last item,scroll,text,NONE,next_to,last item,NONE,7,9,0,4,3
press and hold text below the help,long-press,text,NONE,below,help,NONE,4,9,0,2,3
scroll down to green menu above the home,scroll,menu,green,above,home,NONE,7,6,4,1,3
tap the 1st black button,tap,button,black,NONE,NONE,1st,8,1,1,0,0
scroll down to purple menu,scroll,menu,purple,NONE,NONE,NONE,7,6,7,0,3
copy white text,copy,text,white,NONE,NONE,NONE,2,9,9,0,3
remove button,delete,button,NONE,NONE,NONE,NONE,3,1,0,0,3
press text next to the wi-fi,click,text,NONE,next_to,wi-fi,NONE,1,9,0,4,3
scroll to tab to the right of the cart,scroll,tab,NONE,right_of,cart,NONE,7,8,0,5,3
launch button next to the settings,open,button,NONE,next_to,settings,NONE,5,1,0,4,3
scroll down to gray text above the settings,scroll,text,gray,above,settings,NONE,7,9,3,1,3
scroll down to text to the left of the help,scroll,text,NONE,left_of,help,NONE,7,9,0,3,3
copy text above the help,copy,text,NONE,above,help,NONE,2,9,0,1,3
trash black button,delete,button,black,NONE,NONE,NONE,3,1,1,0,3
open button below the notifications,open,button,NONE,below,notifications,NONE,5,1,0,2,3
tap the last link next to the last item,tap,link,NONE,next_to,last item,last,8,5,0,4,4
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
open link to the right of the search,open,link,NONE,right_of,search,NONE,5,5,0,5,3
launch tab next to the help,open,tab,NONE,next_to,help,NONE,5,8,0,4,3
press and hold text next to the cart,long-press,text,NONE,next_to,cart,NONE,4,9,0,4,3
scroll to the 1st tab below the checkout,scroll,tab,NONE,below,checkout,1st,7,8,0,2,0
open the 3rd green menu,open,menu,green,NONE,NONE,3rd,5,6,4,0,2
tap tab next to the search,tap,tab,NONE,next_to,search,NONE,8,8,0,4,3
long-press the 2nd icon,long-press,icon,NONE,NONE,NONE,2nd,4,3,0,0,1
press and hold orange text to the right of the address,long-press,text,orange,right_of,address,NONE,4,9,5,5,3
